Cuerpo;Sentido
Esta marcha es mucho más gratificante que una medalla de oro, gran despertar de Chile.  #NOMasAFP #Rio2016TVN #24horas @24HorasTVN;Positivo
Enhorabuena a Chile por conseguir el mismo número de medallas olímpicas que Kirguizistan! #Chile #Rio2016 #Rio2016TVN;Positivo
Buenísima final de voley Italia v/s Brasil k nivel k juego!!!! #Rio2016TVN;Positivo
RT @felipe_copiapo: #Rio2016TVN estimados muchas gracias por transmitir los olímpicos con un gran equipo delante y tras cámaras panelistas…;Positivo
RT @Sebaalisboa: #Rio2016TVN gran final del partido #basketball en busca del #Bronce  #ESP vs #AUS ��� #JuegosOlimpicos #Rio2016;Positivo
España !!! Ejale... bien   #Rio2016TVN;Positivo
#Rio2016TVN gran final del partido #basketball en busca del #Bronce  #ESP vs #AUS ��� #JuegosOlimpicos #Rio2016;Positivo
RT @hernanmura: Exelente el comentario de @sekeitel sabe mucho del atletismo gran aporte deberían darle un programa para que sigamos aprend…;Positivo
Que desastre De Tezanos comentando basketball. #Rio2016TVN @TVN;Negativo
#Rio2016TVN oie  pero porque cortan la transmisión con las gimnastas???�������;Negativo
Felicitaciones Río de Janeiro!!! Instalaciones de nivel internacional...quien dijo q Sudamérica no podía organizar JJOO #Rio2016TVN;Positivo
RT @Celia_Alejandra: Que grande Keitel como comentarista, se fija hasta en el mínimo detalle. Deberían incorporarlo en el área deportiva #R…;Positivo
RT @cirr666: #Rio2016TVN @sekeitel @gustavohuerta + el otro,1gusto escuchar sus comentarios, sin carcuro y @KarendTV. datos interesantes, e…;Positivo
Q hermosas las gimnastas de gimnasia rítmica. Hasta la forma de caminar cuidan, antes de competir. #Rio2016TVN  #rioentvn #GimnasiaRitmica;Positivo
RT @jecapucon: #Rio2016TVN por q cortaron la gimnasia rítmica, lo había estado esperando.;Negativo
#Rio2016TVN me carga que la gente confunda con artistica es Rítmica, Rítmica !!!;Negativo
#Rio2016TVN por q cortaron la gimnasia rítmica, lo había estado esperando.;Negativo
#Rio2016TVN hermosa la gimnasia rítmica.;Positivo
Hermoso � Que maravilla poder apreciar el arte de la gimnasia rítmica  @Rio2016TVN  #Espana  siguen siendo mis favoritas �;Positivo
RT @hernanmura: Exelente el comentario de @sekeitel sabe mucho del atletismo gran aporte deberían darle un programa para que sigamos aprend…;Positivo
RT @MatiasMinoletti: Fantasticas las Italianas #GimnasiaRitmica #Rio2016TVN #ITA;Positivo
Lástima q las juezas siempre son tan poco objetivas siempre marcan su favoritismo y en todo el mundo lo miemo #Rio2016TVN;Negativo
Fantasticas las Italianas #GimnasiaRitmica #Rio2016TVN #ITA;Positivo
Que maravilla @ClaudiaPerelman  las gimnastas parecen adas mariposas es un privilegio por verlas en @TVChileTVN       #Rio2016TVN;Positivo
Que hermosa rutina Italia #Rio2016TVN �� emocionante!!!;Positivo
#Rio2016TVN hermosa la presentación de las italianas!��;Positivo
@Rio2016TVN perfectas mis paisanas grande ITALIA.;Positivo
RT @cirr666: #Rio2016TVN @sekeitel @gustavohuerta + el otro,1gusto escuchar sus comentarios, sin carcuro y @KarendTV. datos interesantes, e…;Positivo
RT @Candonga9: La única wea que cacha Jorge Hevia es Volley pero no lo ponen en la transmisión, son muy weones #Rio2016TVN;Negativo
#rio2016TVN estas gimnastas son las mismas que participaron ayer en forma individual? Saludos a Claudia me encantan sus comentarios��;Positivo
Feliz viendo #GimnasiaRitmica  ojalá no la corten como ayer #Rio2016TVN;Positivo
aburranse de la gimnasia y den MountainBike #Rio2016TVN;Negativo
#Rio2016TVN maravillosa la prestándole de las españolas en la final de grupos de gimnasia!!!����;Positivo
@Rio2016TVN lindas las españolas. Disciplinadas buen puntaje. Saludos a iquique. Grande TVN;Positivo
Trabajo en equipo, coordinación, destreza física ...El voleibol es uno de los deportes más lindos para ver, junto con el fútbol. #Rio2016TVN;Positivo
Tremendo partido de Volley y ahora la belleza de la gimnasia  #Rio2016TVN;Positivo
Excelente transmisión #Rio2016TVN;Positivo
#Rio2016 #Rio2016TVN parecen gacelas, es increíble como cambian los cuerpos de acuerdo al deporte que se practica;Positivo
#Rio2016TVN @sekeitel @gustavohuerta + el otro,1gusto escuchar sus comentarios, sin carcuro y @KarendTV. datos interesantes, entrete.Asi sí;Positivo
RT @Candonga9: La única wea que cacha Jorge Hevia es Volley pero no lo ponen en la transmisión, son muy weones #Rio2016TVN;Negativo
RT @AleponceA: Cto sabe el gran campeón @sekeitel, gracias x entregarnos algo de tus conocimientos! #Rio2016TVN;Positivo
RT @Candonga9: La única wea que cacha Jorge Hevia es Volley pero no lo ponen en la transmisión, son muy weones #Rio2016TVN;Negativo
RT @hernanmura: Exelente el comentario de @sekeitel sabe mucho del atletismo gran aporte deberían darle un programa para que sigamos aprend…;Positivo
RT @Candonga9: La única wea que cacha Jorge Hevia es Volley pero no lo ponen en la transmisión, son muy weones #Rio2016TVN;Negativo
RT @Candonga9: La única wea que cacha Jorge Hevia es Volley pero no lo ponen en la transmisión, son muy weones #Rio2016TVN;Negativo
RT @Candonga9: La única wea que cacha Jorge Hevia es Volley pero no lo ponen en la transmisión, son muy weones #Rio2016TVN;Negativo
RT @Candonga9: La única wea que cacha Jorge Hevia es Volley pero no lo ponen en la transmisión, son muy weones #Rio2016TVN;Negativo
La única wea que cacha Jorge Hevia es Volley pero no lo ponen en la transmisión, son muy weones #Rio2016TVN;Negativo
Bien por estos comentaristas jóvenes de TVN, ojalá solo siguieran ellos en el área deportiva #Rio2016TVN;Positivo
Gracias TVN y a todo el equipo,por permitir disfrutar de la belleza deportiva!�������� #Rio2016TVN;Positivo
RT @ursulavm: Debería tener un programa permanente de deporte @sekeitel se aprende mucho escuchándolo @TVN #Rio2016TVN;Positivo
RT @Celia_Alejandra: Que grande Keitel como comentarista, se fija hasta en el mínimo detalle. Deberían incorporarlo en el área deportiva #R…;Positivo
RT @hernanmura: Exelente el comentario de @sekeitel sabe mucho del atletismo gran aporte deberían darle un programa para que sigamos aprend…;Positivo
Gracias a TVN por esta completa cobertura de #Rio2016TVN Preciosos Juegos! Espero den los YOG de #BuenosAires2018 y los Pan Am de #Lima2019;Positivo
Cto sabe el gran campeón @sekeitel, gracias x entregarnos algo de tus conocimientos! #Rio2016TVN;Positivo
RT @hernanmura: Exelente el comentario de @sekeitel sabe mucho del atletismo gran aporte deberían darle un programa para que sigamos aprend…;Positivo
#Rio2016TVN @sekeitel Grande Sebastian ha sido un gran agrado verte en tv, gran aporte,;Positivo
RT @hernanmura: Exelente el comentario de @sekeitel sabe mucho del atletismo gran aporte deberían darle un programa para que sigamos aprend…;Positivo
#Rio2016TVN estimados muchas gracias por transmitir los olímpicos con un gran equipo delante y tras cámaras panelistas a toda raja ��������;Positivo
RT @hernanmura: Exelente el comentario de @sekeitel sabe mucho del atletismo gran aporte deberían darle un programa para que sigamos aprend…;Positivo
RT @hernanmura: Exelente el comentario de @sekeitel sabe mucho del atletismo gran aporte deberían darle un programa para que sigamos aprend…;Positivo
Exelente el comentario de @sekeitel sabe mucho del atletismo gran aporte deberían darle un programa para que sigamos aprendiendo #Rio2016TVN;Positivo
#Rio2016TVN  felicidades a los tres chileno muy meritorio lo que han echó, saludos;Positivo
#Rio2016TVN felicitaciones a los chilenos, es un orgullo, condiciones adversas y sacan la cara por el pais.;Positivo
Felicidades Estrada llegastes a la meta #Rio2016TVN;Positivo
Que grande Keitel como comentarista, se fija hasta en el mínimo detalle. Deberían incorporarlo en el área deportiva #Rio2016TVN;Positivo
"RT @georgematthei: Qué mala actuación de #chile en #Rio2016 #Rio2016TVN . Cero medallas y un \""gracias x participar\""";Negativo
#rio2016tvn que bien por #Aravena felicitaciones, ojala se le de el apoyo para que en 4 años mas tengamos medallas olimpicas.;Positivo
"Qué mala actuación de #chile en #Rio2016 #Rio2016TVN . Cero medallas y un \""gracias x participar\""";Negativo
"\""Víctor Aravena\"" Felicitaciones #Rio2016TVN  Bien vamos avanzando.";Positivo
Debería tener un programa permanente de deporte @sekeitel se aprende mucho escuchándolo @TVN #Rio2016TVN;Positivo
#Rio2016TVN maravillosos Víctor saludos excelente corrida y q buena trasmisión chiquillos, saludos a todos quienes hacen posible esto.;Positivo
Bien Victor Aravena puesto 42! #Rio2016TVN;Positivo
Buu los weones q fueron x Chile dando la cacha #Rio2016TVN q manera d pasear;Negativo
#Rio2016TVN que verguenza en Chile millones marchando contra las Afp y ustedes muestran a un tipo corriendo solo...cueck;Negativo
RT @claudialuengo: Que increíble los fondistas de Kenia y Etiopia son unas máquinas de correr, que ritmo, maravillosos #Rio2016TVN;Positivo
Que increíble los fondistas de Kenia y Etiopia son unas máquinas de correr, que ritmo, maravillosos #Rio2016TVN;Positivo
Recien enciendo mi tv..y como corren estos muchachos.Felicitaciones TVN. #Rio2016TVN;Positivo
Qué buen cambio de ritmo de carrera de los punteros!! Que secos!! ���������  #Rio2016TVN;Positivo
#Rio2016TVN geniiial se garadece toda la transmisión de los juegos felicidades a todos los que lo isieron posble����;Positivo
#Rio2016TVN felicitaciones para el canal por su transmision , y a todos sus comentaristas.;Positivo
Orgulloso de mi profe corriendo en la maraton de  #Rio2016TVN ! Daniel estrada representando a la V region!;Positivo
@michaelmullers bien,felicitaciones por #rio2016tvn .Ahora a disfrutar aire,lluvia,sol,termas,lago...y también #Tacos para no olvidar la cap;Positivo
RT @Gabi__SF: Vamos Daniii, a darlo todo como nos enseñas siempre! Tu equipo desde Viña te apoya. #rio2016Tvn @sekeitel #Atletismo #Rio2016…;Positivo
Grande TVN, excelente cobertura de los JJOO. #Rio2016TVN;Positivo
RT @Maros1000: NO SÓLO EN SANTIAGO  SE PUEDE CORRER!!!!! Me molesta que se olviden del resto del país! !!@ #rio2016tvn;Negativo
#Rio2016TVN Les faltó un especialista en maratón.  Keitel no ubica ni a los chilenos participantes y no logra transmitir ninguna emocion.;Negativo
RT @michaelmullers: #rio2016tvn último día. Partimos dando las gracias por el apoyo, la sintonía y los comentarios. Hoy maratón, finales ba…;Positivo
NO SÓLO EN SANTIAGO  SE PUEDE CORRER!!!!! Me molesta que se olviden del resto del país! !!@ #rio2016tvn;Negativo
@michaelmullers #rio2016tvn gracias a Ustedes y el gran equipo por los comentaristas. Sigan transmitiendo deporte de calidad �� les agradece;Positivo
#rio2016tvn último día. Partimos dando las gracias por el apoyo, la sintonía y los comentarios. Hoy maratón, finales basket,volei,gym,etc;Positivo
#Rio2016TVN Aguante Victor Aravena.;Positivo
#Rio2016TVN qué desinterés de Keitel por el maraton. Vió al chileno y pregunta ¿quien es?;Negativo
RT @richardsotog: Vamos #DanielEstrada mucho éxito en el Maraton .!! #Rio2016TVN @RunWolfClub #Viñadelmar #Atletismo #Rio2016;Positivo
#Rio2016TVN DISFRUTANDO EL MARATHON, SALUDOS DESDE ROCAS DE SANTO DOMINGO;Positivo
#Rio2016TVN #maraton gran transmisión gracias #MichaelMüller por jugársela otra vez. Ahora esperamos el Mundial  @hockeyiquique16 @manueldtp;Positivo
Vamos Daniii, a darlo todo como nos enseñas siempre! Tu equipo desde Viña te apoya. #rio2016Tvn @sekeitel #Atletismo #Rio2016 #CHI;Positivo
#Rio2016TVN en que nos toca hacer el ridículo ahora?;Negativo
RT @richardsotog: Vamos #DanielEstrada mucho éxito en el Maraton .!! #Rio2016TVN @RunWolfClub #Viñadelmar #Atletismo #Rio2016;Positivo
RT @richardsotog: Vamos #DanielEstrada mucho éxito en el Maraton .!! #Rio2016TVN @RunWolfClub #Viñadelmar #Atletismo #Rio2016;Positivo
Vamos #DanielEstrada mucho éxito en el Maraton .!! #Rio2016TVN @RunWolfClub #Viñadelmar #Atletismo #Rio2016;Positivo
@Rio2016TVN Buenos días, Gracias Keitel por sus aportes y apreciaciones de nuestro deporte,me encanta escucharlo Bien Gustavo,lo prefiero!;Positivo
Claudio Palma en Fox, mucho mejor que los lateros de TVN. #Rio2016TVN;Negativo
#Rio2016TVN qué agradable escuchar a especialistas comentando las diversas pruebas, felicitaciones Karen, Jorge Pedro y Panelistas! #Rio2016;Positivo
@RIO2016TVN kAREN.....sos la peor comentarista ....... realmente penca !!!   hasta da sueño cuando hablas.;Negativo
#rio2016tvn me encantan estas disciplinas muy bellas;Positivo
#Rio2016tvn Felicitaciones a todos los competidores de raza oscura que han participado defendiendo a los EEUU. Han logrado muchas medallas;Positivo
Favor que el Sr. Carcuro se calle un rato y deje a los especialistas hablar....� #Rio2016tvn;Negativo
#Rio2016tvn Qué lindo ver que los JJOO permita valorar y aplaudir a aquellos competidores de raza oscura, que lo entregan todo por su país;Positivo
#Rio2016tvn Me alegro que el espíritu de los JJOO sirva tb para que se trate por igual a cada competidor, no importando raza o procedencia;Positivo
#Rio2016tvn No hay alguien que calle por favor a Hevia, el rey del obvio.;Negativo
@Rio2016TVN chiquillas qué tipo de maquillaje usan las nadadoras? Saludos, me gustan sus comentarios;Positivo
RT @Marcelo0609: #Rio2016tvn Este canal le da dos segundos para hablar de los deportistas chilenos y el resto del programa, solo deportista…;Negativo
#Rio2016tvn Este canal le da dos segundos para hablar de los deportistas chilenos y el resto del programa, solo deportistas EEUU.;Negativo
@Rio2016TVN saludos y felicidades por la transmision de las olimpiadas. Ligando a venezolanos y chilenos. Saludos desde santa cruz.;Positivo
RT @G_L_4: Cómo no van a tener otro weon menos penca que #deTezanos por último mándenlo a leer el tiempo pero que no comente más por favor…;Negativo
Cómo no van a tener otro weon menos penca que #deTezanos por último mándenlo a leer el tiempo pero que no comente más por favor #Rio2016TVN;Negativo
#Rio2016TVN Jorge Hevia, dejate de hablar del camionero, y transmite los juegos, nada más;Negativo
@Rio2016TVN  enchúfate poh Jorge Hevia, nada clara tu info de volley playa;Negativo
RT @TrinidadMayol: @TVN @erikaoliverad no pude verlo, lamentablemente mostraron el armado de un wc mientras llegaba a la meta, decepción @R…;Negativo
RT @TrinidadMayol: @TVN @erikaoliverad no pude verlo, lamentablemente mostraron el armado de un wc mientras llegaba a la meta, decepción @R…;Negativo
@TVN @erikaoliverad no pude verlo, lamentablemente mostraron el armado de un wc mientras llegaba a la meta, decepción @Rio2016TVN;Negativo
RT @manuel_homter: Como pueden pretender que deportistas Chilenos obtengan medallas si viven en un país que les da nulo apoyo de todo tipo…;Negativo
@Rio2016TVN   No aburran con El Camioneroooo !!! Por fis!!! @KarendTV @ManuelDTP @gustavohuerta;Negativo
Y @TVN le sigue dando con la weaita del camionero. Qué manera de hinchar las bolas loco!!!  #Rio2016TVN;Negativo
@Rio2016TVN  Me encanta el relato de Claudia....saquen a la Karen...su voz y comentarios no me gustan....;Positivo
@Rio2016TVN @tvn_deportes se agradece el conocimiento en nado sincronizado, pero hablan demasiado en la rutina, no se aprecia la música;Positivo
Como pueden pretender que deportistas Chilenos obtengan medallas si viven en un país que les da nulo apoyo de todo tipo #Rio2016TVN;Negativo
Cuánto sabe #sebastiankeitel, tremendo acierto de @TVN tenerlo en #Rio2016TVN �;Positivo
Desde antofagsta acostadito viendo los JJ.OO  #Rio2016TVN felixitaciones por este esfuerzo y grande sebastian . Grande tvn y gracias .;Positivo
RT @igoenaga: Cero aporte Karen Doggenweiler en los JJOO. No sabe nada y es fome. #Rio2016TVN;Negativo
#Rio2016tvn y la @KarendTV la trajeron para que diga con su voz ... que lindo!!!! Si no sabe nada, como la tienen ahí con puros profes;Negativo
"RT @msepulveda2368: Don Pedro Carcuro es por lejos mejor que Claudio Palma;es una pena que ya no relate #Rio2016TVN";Positivo
RT @igoenaga: Cero aporte Karen Doggenweiler en los JJOO. No sabe nada y es fome. #Rio2016TVN;Negativo
"@PedroCarcuro_TV notable relato de los 100 mt en #Rio2016TVN  \""una luz cegadora, un disparo de nieve\"" espectacular...";Positivo
Cero aporte Karen Doggenweiler en los JJOO. No sabe nada y es fome. #Rio2016TVN;Negativo
"#Rio2016TVN  Saquen a ese señor jorge no sabe nada de deportes me estresa como habla &gt;&lt; fastidio";Negativo
RT @gatoconrevolver: Cada vez q pongo @tvn están dando halterofilia o clavados o gimnasia como si nohubiera ni una otra wea más #rio2016tvn…;Negativo
RT @gatoconrevolver: Cada vez q pongo @tvn están dando halterofilia o clavados o gimnasia como si nohubiera ni una otra wea más #rio2016tvn…;Negativo
Cada vez q pongo @tvn están dando halterofilia o clavados o gimnasia como si nohubiera ni una otra wea más #rio2016tvn #BoltenTVN;Negativo
#Rio2016 #Rio2016TVN ¿Hasta cuánto roba Jorge Hevia con que jugó volleyball por Chile?;Negativo
RT @juanluis47: En #Rio2016TVN mucha publicidad, y poco juegos Olímpicos, me cambié a ESPN, dan todo de corrido, y sin pausas;Negativo
RT @MHforest64: Muy buena @TVN cortar la llegada del Maratón Olímpico donde corre una chilena por publicidad de Homecenter, Estamos mal #Ri…;Negativo
En #Rio2016TVN mucha publicidad, y poco juegos Olímpicos, me cambié a ESPN, dan todo de corrido, y sin pausas;Negativo
#Rio2016 ajjajaj ctm... Péguenle un guate a Jorge Hevia!!! ��#Rio2016TVN https://t.co/bhYmH7h4il;Negativo
RT @nathaliewalk: Qué le pasa a Manuel de Tezanos? Se equivoca constantemente en los datos y confunde � #Rio2016TVN;Negativo
RT @MHforest64: Muy buena @TVN cortar la llegada del Maratón Olímpico donde corre una chilena por publicidad de Homecenter, Estamos mal #Ri…;Negativo
RT @MHforest64: Muy buena @TVN cortar la llegada del Maratón Olímpico donde corre una chilena por publicidad de Homecenter, Estamos mal #Ri…;Negativo
"@Rio2016TVN Karen... \""por que no te callas\""... deja ver la competencia de nado .. es importante  \""escuchar\"" la música!!";Negativo
RT @MHforest64: Muy buena @TVN cortar la llegada del Maratón Olímpico donde corre una chilena por publicidad de Homecenter, Estamos mal #Ri…;Negativo
RT @MHforest64: Muy buena @TVN cortar la llegada del Maratón Olímpico donde corre una chilena por publicidad de Homecenter, Estamos mal #Ri…;Negativo
RT @MHforest64: Muy buena @TVN cortar la llegada del Maratón Olímpico donde corre una chilena por publicidad de Homecenter, Estamos mal #Ri…;Negativo
@24HDeportesTVN Que mala cobertura tiene @tvn #Rio2016TVN nos importan mas los deportistas de #Chile #EricaOlivera;Negativo
@Rio2016TVN grandes chilenas. Aguantaron y llegaron al final. Lindas, valientes Natalia y Erika.;Positivo
RT @MHforest64: Muy buena @TVN cortar la llegada del Maratón Olímpico donde corre una chilena por publicidad de Homecenter, Estamos mal #Ri…;Negativo
Si a eso se reduce todo plata... hasta ahí llegó el espíritu olímpico.  Que vergüenza el canal nacional @Rio2016TVN .;Negativo
@Rio2016TVN corten al director esperamos más de dos horas para ver a Erika y la perdimos por sodimac, debió ser en varios cortes;Negativo
RT @MHforest64: Muy buena @TVN cortar la llegada del Maratón Olímpico donde corre una chilena por publicidad de Homecenter, Estamos mal #Ri…;Negativo
#rio2016TVN como puede ser tan vendido el canal que transmite programa de @homecenter_cl  en vez de la llegada de @erikaoliverad , vendidos!;Negativo
RT @MHforest64: Muy buena @TVN cortar la llegada del Maratón Olímpico donde corre una chilena por publicidad de Homecenter, Estamos mal #Ri…;Negativo
RT @cataguarderas: @Rio2016TVN se pasaron de mala onda!!!! Justo cuando llegaba Erika Olivera ponen comerciales ...para no creerlo !!!;Negativo
RT @MHforest64: Muy buena @TVN cortar la llegada del Maratón Olímpico donde corre una chilena por publicidad de Homecenter, Estamos mal #Ri…;Negativo
@Rio2016TVN se pasaron de mala onda!!!! Justo cuando llegaba Erika Olivera ponen comerciales ...para no creerlo !!!;Negativo
Muy buena @TVN cortar la llegada del Maratón Olímpico donde corre una chilena por publicidad de Homecenter, Estamos mal #Rio2016 #Rio2016TVN;Negativo
Saben cuántos queremos reventarles la cara y la raja al director que cortó final del Maratón Olímpico Femenino? #Rio2016 #Rio2016TVN;Negativo
#rio2016tvn Increible.!! En Rio no hay ningun perro vago. Podrian darnos el secreto.;Positivo
Qué le pasa a Manuel de Tezanos? Se equivoca constantemente en los datos y confunde � #Rio2016TVN;Negativo
@gustavohuerta  Excelente trabajo!!! @Rio2016TVN @Tvndeportes;Positivo
RT @Riha_nno: Que lejos estamos de una transmisión de #Rio2016 como por #FOX o #ESPN, en #Rio2016TVN un histérico Carcuro estresa a cualqui…;Negativo
RT @Riha_nno: Que lejos estamos de una transmisión de #Rio2016 como por #FOX o #ESPN, en #Rio2016TVN un histérico Carcuro estresa a cualqui…;Negativo
RT @Riha_nno: Que lejos estamos de una transmisión de #Rio2016 como por #FOX o #ESPN, en #Rio2016TVN un histérico Carcuro estresa a cualqui…;Negativo
RT @Riha_nno: Que lejos estamos de una transmisión de #Rio2016 como por #FOX o #ESPN, en #Rio2016TVN un histérico Carcuro estresa a cualqui…;Negativo
RT @Riha_nno: Que lejos estamos de una transmisión de #Rio2016 como por #FOX o #ESPN, en #Rio2016TVN un histérico Carcuro estresa a cualqui…;Negativo
RT @Riha_nno: Que lejos estamos de una transmisión de #Rio2016 como por #FOX o #ESPN, en #Rio2016TVN un histérico Carcuro estresa a cualqui…;Negativo
RT @Riha_nno: Que lejos estamos de una transmisión de #Rio2016 como por #FOX o #ESPN, en #Rio2016TVN un histérico Carcuro estresa a cualqui…;Negativo
RT @Riha_nno: Que lejos estamos de una transmisión de #Rio2016 como por #FOX o #ESPN, en #Rio2016TVN un histérico Carcuro estresa a cualqui…;Negativo
Que lejos estamos de una transmisión de #Rio2016 como por #FOX o #ESPN, en #Rio2016TVN un histérico Carcuro estresa a cualquiera, next !!;Negativo
@TVN mal nivel de los jueces de estos #JJOO en levantamieto,los record de Ilya Ilin fueron invalidados por el doping positivo  #rio2016tvn;Negativo
Por faavoooorrr Jorge Hevia porque no te callas #Rio2016TVN @TVN;Negativo
RT @santiago_blues: que alguien le haga el favor a #Jorgehevia y le practique la eutanasia #JJOO2016 #Rio2016TVN;Negativo
Por favor @TVN callen al weon de Jorge Hevia #Rio2016TVN;Negativo
Que alguien le ponga un pañuelo con cloroformo a siempre Hevia por favor. #Rio2016 #Rio2016TVN;Negativo
que alguien le haga el favor a #Jorgehevia y le practique la eutanasia #JJOO2016 #Rio2016TVN;Negativo
RT @arzolais: Así debieran tener a @KarendTV en transmisión de #Rio2016TVN es patético escucharla https://t.co/wr1dzuVjr8;Negativo
Así debieran tener a @KarendTV en transmisión de #Rio2016TVN es patético escucharla https://t.co/wr1dzuVjr8;Negativo
@Rio2016TVN que bonito ver y escuchar a @KarendTV comentando los juegos olímpicos.Saludos para ella, a don Pedro y a los demás. #Rio2016TVN;Positivo
RT @Macanutricion: Gracias @Rio2016TVN !!! Por mostrar los #Olympics Llevar el deporte a las casas y en especial sembrar sueños en nuestros…;Positivo
RT @Macanutricion: Gracias @Rio2016TVN !!! Por mostrar los #Olympics Llevar el deporte a las casas y en especial sembrar sueños en nuestros…;Positivo
#Rio2016TVN Gracias x el esfuerzo de tx la participación de chilenos Los invitados han enseñado, lo q no saben los Periodistas fútboleros;Positivo
RT @Macanutricion: Gracias @Rio2016TVN !!! Por mostrar los #Olympics Llevar el deporte a las casas y en especial sembrar sueños en nuestros…;Positivo
Gracias @Rio2016TVN !!! Por mostrar los #Olympics Llevar el deporte a las casas y en especial sembrar sueños en nuestros futuros deportistas;Positivo
saquen a Hevia por favor! #VamosChileTVN #rio2016TVN;Negativo
#Rio2016TVN Gracias por la preciosa transmisión, orgullo de ver a nuestros representantes chilenos. Han llegado a fuerza de puro ñeque!!;Positivo
Hevia ql lo q es una decepcion son tus comentarios weones! #Rio2016TVN #TVN;Negativo
#rio2016TVN https://t.co/k2ibkhTaJS vía @Río 2016 TVN Hola saludos desde valdivia, me gustaria informacion del badminton;Positivo
Nooooooo!! El holandés es seco. Se pasó. #Rio2016TVN;Positivo
RT @luisillochile: #RIO2016TVN Saquen a Jorge Hevia y Karen Doggenweiller, por favor!!!!!;Negativo
Que bakan llegar a la casa y que estén dando #Rio2016TVN ��;Positivo
#RIO2016TVN Saquen a Jorge Hevia y Karen Doggenweiller, por favor!!!!!;Negativo
#Rio2016TVN @TVN No puedo creer que no transmitan la final de gimnasia de los JJOO y en su lugar pongan el estúpido programa #PorTiTVN  Maal;Negativo
RT @patriciap4f: @Bienvenidos13 que injusticia,  medios @ahoranoticiasAN @Rio2016TVN se pide justicia para los gimnastas que sí ganan medal…;Negativo
@Bienvenidos13 que injusticia,  medios @ahoranoticiasAN @Rio2016TVN se pide justicia para los gimnastas que sí ganan medallas no más abuso �;Negativo
Pensaban que los comentarios de @SolabarrietaFdo eran desagradables? @KarendTV no lo hace nada de mal #Rio2016TVN;Negativo
#Rio2016TVN paren con la natación den otros deportes balonmano voleibol .... Como quieren que se masifiquen esas disciplinas si no las dan;Negativo
RT @OreRosana: #Rio2016TVN Viendolos desde Villa Alemana! saludos cariñosos gracias por tan bella transmisión @KarendTV @ManuelDTP;Positivo
RT @OreRosana: #Rio2016TVN Se pasaron los clavados! como pueden ser tan tan tan perfectos ❤;Positivo
#Rio2016TVN Se pasaron los clavados! como pueden ser tan tan tan perfectos ❤;Positivo
RT @OreRosana: #Rio2016TVN Viendolos desde Villa Alemana! saludos cariñosos gracias por tan bella transmisión @KarendTV @ManuelDTP;Positivo
#Rio2016TVN Viendolos desde Villa Alemana! saludos cariñosos gracias por tan bella transmisión @KarendTV @ManuelDTP;Positivo
RT @dvanlamoen: Gran contacto, mucha emoción! Próx 12/08 a las 8 am por #Rio2016TVN todos a apoyar a #RicardoSoto https://t.co/wgAmKgxEIU;Positivo
RT @sandy_55555: #ElSecretoDePuenteViejo #QueVuelvaPuenteViejo gracias #Rio2016TVN por sacar las series añejas!;Positivo
RT @dvanlamoen: Gran contacto, mucha emoción! Próx 12/08 a las 8 am por #Rio2016TVN todos a apoyar a #RicardoSoto https://t.co/wgAmKgxEIU;Positivo
@ManuelDTP #JorgeHevia #DonPedroCarcuro gracias x la excelente transmisión y les esperamos mañana para ver #Rio2016TVN;Positivo
#Rio2016TVN  Carcuro deja de darle tanto color a Felps, que ha sido lo poco que han pasado en vivo, Los primos perdieron en dos Set.;Negativo
RT @dvanlamoen: Gran contacto, mucha emoción! Próx 12/08 a las 8 am por #Rio2016TVN todos a apoyar a #RicardoSoto https://t.co/wgAmKgxEIU;Positivo
RT @dvanlamoen: Gran contacto, mucha emoción! Próx 12/08 a las 8 am por #Rio2016TVN todos a apoyar a #RicardoSoto https://t.co/wgAmKgxEIU;Positivo
RT @dvanlamoen: Gran contacto, mucha emoción! Próx 12/08 a las 8 am por #Rio2016TVN todos a apoyar a #RicardoSoto https://t.co/wgAmKgxEIU;Positivo
Gran contacto, mucha emoción! Próx 12/08 a las 8 am por #Rio2016TVN todos a apoyar a #RicardoSoto https://t.co/wgAmKgxEIU;Positivo
#Rio2016TVN , manden el manual para entender las weas que habla Pedro Carcuro, #picacomoabejanadacomotiburon @tvn;Negativo
Menos mal que ya vi la #GimnasiaArtistica por @espn Mala la transmisión de #Rio2016TVN;Negativo
@Rio2016TVN Ricardo Soto lejos lo mejor de Chile!Un talento nato, estado de Chile a meterse la mano al bolsillo para apoyar a RS grande!;Positivo
Que tremenda la cobertura de los #JJOO que ha tenido #TVN. Cuando las cosas se hacen bien, hay que destacarlas. #Rio2016TVN;Positivo
Vamos #RicardoSoto apoyando desde chaiten #Rio2016TVN;Positivo
"@Rio2016TVN Gran transmisión y con especialistas; sólo corregir que María Fernanda Valdés es de San Joaquín si bien nació en Coquimbo.";Positivo
RT @macaamonsemarco: @TVN @Rio2016TVN @tvn_deportes @24HorasTVN el periodismo que hacen es PAUPERRIMO �� #Rio2016 https://t.co/ZmygivR0Ug;Negativo
RT @macaamonsemarco: @TVN @Rio2016TVN @tvn_deportes @24HorasTVN el periodismo que hacen es PAUPERRIMO �� #Rio2016 https://t.co/ZmygivR0Ug;Negativo
@TVN @Rio2016TVN @tvn_deportes @24HorasTVN el periodismo que hacen es PAUPERRIMO �� #Rio2016 https://t.co/ZmygivR0Ug;Negativo
