Cuerpo;Sentido
"""Se confirmó que los chicos llamaron a Perrie para ver si estaba bien despues de su ruptura con Zayn""..NO DAN MAS DE BEBES  :(";Negativo
Aveces quisiera morir para no volver a molestar a nadie :(;Negativo
:(: me siento sensible;Negativo
dije que nadie me lo iva a arruinar,y vos me lo cagaste boluda :(;Negativo
Malditos desayunos de los hoteles que solo duran hasta las nueve :(;Negativo
Claro, hoy casi me violan :(;Negativo
#DecadaBlanca MURIÓ EL GENDARME QUE SE TIROTEO EN TUCUMÁN :(;Negativo
Esas cosas me ponen muy sentimental. :(;Negativo
Un fin de Semana en SJ seria el exito :(;Negativo
@aispolak es que entre neurona y neurona hay delay de sinapsis :(;Negativo
"@10aEmily y yo a ti mi amor &lt;3 jiji aun que me hagas llorar :(";Negativo
@rosariofg5 no tengo idea,eso es lo que quiero saber,pero nadie dice :( #MTVHottest Justin Bieber;Negativo
Nooo mañana colegio :(((;Negativo
Tengo que ir sacarme turno con el medico clínico porque últimamente me duele el pecho :(;Negativo
LLORARÉ EN CUALQUIER INSTANTE :(((( #SUPERSLAM #SUMMERSLAMCL;Negativo
me estoy muriendo porque maroon 5 no viene a Venezuela :(;Negativo
https://t.co/ALgiAdqhJP … AYUDENME A CUMPLIR MI SUEÑO ♥ Le darias RT gracias ♥ Perdon el spam :( @samuelbxbito;Negativo
Me parte el alma verlo así a chano :(;Negativo
Por eso Juno ya no me soporta :( http://t.co/EojgYuSGOt;Negativo
Ya que sea mañana :(!;Negativo
@Spitfayur pero no fue un tuit en mal plan :(((( amo a los frikis;Negativo
Cuando llegan a mi límite soy bien culera y no hay quien me soporte, perdón. :(;Negativo
Odio peliarme cn vos :(;Negativo
No me puede estar doliendo tanto la muela así dios :(;Negativo
Hace mucho frio para ir a gym :(;Negativo
Necesito recuperar el follow de Seb :(;Negativo
Puta vida :(: http://t.co/xkwJhqe1mW vía @YouTube;Negativo
@paofigueroa26 @CarmenRivera180 ey!  Es mia ! Jajaja jaja me robaste mi lugar :(! Jaja;Negativo
que lenta la serie :( #FearTheWalkingDead;Negativo
Ojalá tuviera un gay bf para poder viborear chido. Y que me abrace y me diga como se ve mi ropa :-(;Negativo
Mi inicio es comida :(;Negativo
@rubimar26496718 que mal :( y ahora quien les da sus materias?;Negativo
Jajajajajajajaja ay :( http://t.co/uz1j98VsZO;Negativo
@karenlopezxo :( lo siento ee;Negativo
Ei tu Te Quiero Mucho :(;Negativo
"@thorcinitos NO, la foto es así&gt;:(";Negativo
Nunca va a ser posible! 1.500 km de distancia! :(;Negativo
"Cuentan que ""Mangore"" está como para invitarle a la amiguita cañón a tu casa a ver una peli.. Que pena por Agustin Barrios :(";Negativo
Qué dolor en Garganta :(;Negativo
Se busca persona que quiera un tour por Francia-España-italia....Ya tenia boletos reservados y no se con quien ir.. :(;Negativo
Quiero ver el vídeo de esto y no lo encuentro :((  #VideoVeranoMTV Fifth Harmony http://t.co/LeRVnUIL5q;Negativo
Profeeee deee puntooss extrassss!!!! Sino ya mejor quiteme la vida :((((;Negativo
quiero tener novio :(;Negativo
y sigo sin asimilar que ya no estes aqui con migo  :(;Negativo
@lauramilenacaro yo que iba a saber ey :( jajaj;Negativo
@rubiu5ftmabel ya se :( despues cuando lo resuba lo veo;Negativo
Ufff quería que Lu este en el club :(;Negativo
Como se extraña a la banda del virgooooooo bariloche volveeeee :(;Negativo
JAJAJAJAJAJAJAJAJA ESO DE NO TENER CELULAR :(;Negativo
@gyrn_ Me incluyes no?:(;Negativo
Ojalá fueras como la cartulina, para olvidarte :(;Negativo
@Chopox la consecuencia amol :(;Negativo
Mi panzaaaaaaaaaaaaaaa :(;Negativo
e no te vallas y hablame :(;Negativo
@LesSZN jajajaja caería en lo flaite ese nombre aqui en chile :(;Negativo
@minarandom todavía no le perdí el cariño a las Maruchan y hasta me dio antojo de una :(;Negativo
Gracias por decirme que la prefiere a ella, que como la pudo cambiar por algo tan poco como yo :( :(;Negativo
Me fallaste :(;Negativo
Estos zancudos son como un batallon en ataque, matas uno y de repente viene otro a relevarlooo... :(;Negativo
gorilafun 👈🏼 ese es :(;Negativo
Acepto a expa.. Igual se ve rico con expa 🌚, pero odio su piercing en la nariz :(;Negativo
Leo franco y pucho siguen con el vino , yo quiero comida nomas :((;Negativo
@Cicmty ojala q el gobierno tome cartas en el asunto  es triste que una ciudad como la nuestra este asi :(;Negativo
no te enojes :(;Negativo
Para donde se fue maria irausquin? :( — gainesville http://t.co/SYdrtfTckF;Negativo
@TifaSmithMaldo Por eso :( soy muy mala Jaja despues del curso sere una dibujante pintora con magister en pinturillo y tals Jajaja;Negativo
Esa gripa me tiene muy mal. :(;Negativo
#MientoCuando digo que no me importas y que te puedes ir a la chingada, porque la verdad si me importas un madrero :(;Negativo
#FeriadoSimpson Sería más chimba sin tanta propaganda. :(;Negativo
Se acaba de ir y no le metí :(;Negativo
@Anaaa_1998 mis disculpas desde lo mas profundo de mi corazón princesa :(.Pd: ana;Negativo
@UnaCecy No :( a mi no;Negativo
Si, yo me tomo fotos con perros en la calle :(;Negativo
@FlowstreetYT y la gente de ps3 :(;Negativo
@alisondtb te extraño. :(;Negativo
Ya empezó FTWD? No puedo verlo :(;Negativo
@arielMkolbe eske me gustan mucho las mujeres tio :( pero sabes que si;Negativo
Sábado con S de Sin novio, Sin planes, Sin metas en la vida, Sin amigos... :(;Negativo
@LVPibai Dimelo a mi, que tengo el mismo peinadito que Ander, espero que en el próximo parche nos metan algún buff :(   jajaajaja;Negativo
Ya @Lausonica no me escribe :(;Negativo
Quiero seguir comiendo, pero no puedo por los malditos análisis :(;Negativo
Uf Mañana Dia Agotado A Gimnacia Cn Su Cansancio De Siempre ♥ :-(;Negativo
Siento que voy a morir !!  Odio estar enferma :(;Negativo
@BlakeOnAir no kale emoji :(;Negativo
Adivinen quien tiene que andar otra vez por la vida con rodillera mecánica :(;Negativo
Empezó mal la Serie A. Perdió la juev :(;Negativo
@MiliBenitez7  :( en un mes nos vemos.;Negativo
@fabianaaaab te amo frentona :(;Negativo
"""Para que salir hoy, cuando tengo mucha ropa que doblar y un cuarto que limpiar""..-Alguien que ya no llega a fin de mes por que sin $ :(";Negativo
@GloriaTrevi Ya qué ami no me pelas me iré a dormir triste y vacía y sin un buenas noches :(;Negativo
Daale que quiero vertee sali de tu trabajo :( ajajja;Negativo
Quería ser el primero :(;Negativo
JAJAJAJAJAJAJAJAJAJAJAJA :( http://t.co/A0sRs6p2cJ;Negativo
Quiero mi tinta :(;Negativo
Me Equivoque :(;Negativo
@urenothemmo TE QUIERO MUCHÍSIMO VALE :-(;Negativo
— Bienvenido a Telcel..— Señorita, tengo problemas con mi equipo..— ¿Qué problemas?.— Le voy al Atlas.– :(.– :(;Negativo
No voy a dormir ni 5 horas :(;Negativo
No tengo todo tu tiempo ubicate porfis :(;Negativo
Es triste saber que Iván no me extraña :(;Negativo
Atardecer en #SAA...adiós fin de semana... :( http://t.co/COiWVmnEUb;Negativo
Q guapo esta mi viejo @pablopapacostas *-* ya no me as saludado como antes  :( http://t.co/vFgFHXY886;Negativo
#NuncaMePasoEsoDe conocer a mis artistas favoritos :(;Negativo
ushhh solo ella en notificaciones :( como voy a olvidarla;Negativo
Me duele todo viejaa :(;Negativo
Es mucho cheeee :(;Negativo
Mi vida en una foto :( http://t.co/YMYAPFa8dc;Negativo
Me hablaron de la droga y yo les hable de tu sonrisa. *-* .Buuen diaa¡! :D.Al cole :(;Negativo
@__NataliaSoler donde todo inició. Siempre te voy amar MEJOR AMIGA :( http://t.co/75mU0mlB6o;Negativo
Así las cosas :( http://t.co/i6gHzQBUR6;Negativo
@IkemenFranz hay gente a la que el gusta comprar calzoncillos usados pero nunca he tenido la suerte de que alguien quiera comprármelos :(;Negativo
@ximenaromero26 Hay tu sabes que si. :(;Negativo
11 :( te admiro, te envidio de la forma bonita, te amo, nunk m olvidez, te debo un robert d. j perdon, te amo;Negativo
necistaria un abrazoo :(;Negativo
Yo quería dormir eternamente :(  #melevantoconmega;Negativo
que feo que es no poder saludar a alguien q se va y q vas a extrañar mucho...:(;Negativo
@Juanjo_Romg,siempre tienen que morir los negros :( , saludos y abrazo de gol;Negativo
@supercirco jajaj yo estoy igual ayer me dormi a las 3 y a las 7 ya estaba despierta :(;Negativo
@dana_funes  Este no ... XDDD.NOOO en Argentina se esfumo , ok paro :(;Negativo
Con un dolorcito de garganta que no me gusta :(;Negativo
Y YO CENANDO. ME LO HE PERDIDO :(.#ESLDragonBall;Negativo
@GarciiaKattie02 @sawyersmafia man me encantan :( http://t.co/NJw6sAqTSD;Negativo
:-( #AB sentido Oeste. Cola Fuerte en El Marqués;Negativo
@Luciarella pues me voy entonses :(;Negativo
Amo a Ed :(;Negativo
@KedwardElly_ @CaillicQuinn vale vale, es que me había liado, perdón :(;Negativo
hay cosas que realmente te superan :(;Negativo
Extraño a mis mejores amigos de #Mda :(;Negativo
ki frío tengo :(;Negativo
@Kekschen_Keksi arme Irina :(;Negativo
Mañana tempranitoo arribaaa :(;Negativo
Me Duele La Cabeza! :(;Negativo
Yo soy todo un Ángel y me viven invitando :( #curiosidades http://t.co/rZa7VUqdli;Negativo
Yo.Sólo.Quiero.Que.Me.Pregunten.Algo. ..¿Shí? :-( ..Por .Fa..http://t.co/PkBhVK3I8Q;Negativo
JORGE, donde estas? te necesitoooo :(;Negativo
Parce ya quiero que sea 16 :(;Negativo
Estudiarrrrr :(;Negativo
Me gusta cuando Andrea me regaña :(;Negativo
nadie me lee por eso no me saludan ah :(;Negativo
Ojalá. :((;Negativo
Buenos diaaaaas :(;Negativo
Ya se porque nadie me habla porque nunca respondo y porque soy muy cortante y fría cambia shania :(;Negativo
@DougleixisC Lo se loqui y eso que nos vimos el sabado :(;Negativo
@GeraldinMarin9 :( bueno gracias;Negativo
@hcapriles es triste de verdad lo que se vive....pobres familias sujetas a tanto abuso... :(;Negativo
Yo sigo pensando en ti, yo no te olvidó más siempre te quiero sentir, desde que no estas aquí no nada es igual :(;Negativo
Necesito ese Kit para hacer mas amena mi vida de chacal :( @Natalia_Tellez #RetoPMTelehit y #TelehitMusicPMKit..x54;Negativo
Echo de menos el día de ayer porque llovía y estaba todo muy gris y eataba muy contenta :(;Negativo
no hice tanto en poco segundos :( lo inventare xD;Negativo
Quiero volver a ser chica, solo para tener a mis 4 abuelos como antes, todos juntos y en familia. Como los extraño :(;Negativo
@LuisPerrito en Puebla también sucede :( me encabrona el desperdicio de dinero público.;Negativo
se va ah dormir :( ohh aajajaj  asi que yo tambien me voy ah re :3;Negativo
@VavaroTM @YouTube +Miley: 23 y Feelin' myself las únicas dos canciones niggas que tiene :( hahaha. Hablando de Tinashe, NO VIENE A PERÚ :;Negativo
Que triste. :-(;Negativo
Este alexis me trata mal :(;Negativo
11:11 que Iriana ya no esté enojada. :(;Negativo
Noooo Maatii xq te pusistee remeraaaaaaaaaaaaa :( #GH2015;Negativo
Me esta agarrando la depre :(;Negativo
Como extraño salir salir por las mañana a fumar bajo el sol con el perro :(;Negativo
Extraño a los compañeros que hice en el primer semestre de medicina :-(;Negativo
Borraste el directo y no lo pude ver :( @mangelrogel;Negativo
Hace mucho DEMASIADO sin ver foto wigetta y me van a matar :(;Negativo
@MeeelAbad jajJajajaaj vos estarías en lo que puedo pedir? Jajajajaajajaj , dios, me enamore :(;Negativo
"Eso De decir ""si está en línea le hablo"" abrir el chat ver que efectivamente está en línea, arrepentirse y no decir nada :(";Negativo
@DanieJmz Es cierto :(;Negativo
– :(;Negativo
@feeblestaste no! Quiero estar con ella pero a ver si da chance, porque ya me tarde en ir y eso :(;Negativo
Uyyy q mall Mañana Lunes :( :P;Negativo
Quiero que Jazmín me cuente como le fue con spiri Gonzalez :(;Negativo
Mierdaaaaa :(;Negativo
@peturbado porque para mí nunca se parecen a mí esas chicas. O al menos quiero pensar que no se parecen a mí :(;Negativo
El que vimos cuando te ibas, tenía pinta de violar, estaba preocupao por ti bro :( https://t.co/oRyikDEnXH;Negativo
JAJAJA :( ME ODIA 😞 https://t.co/eHx8T2mgQt;Negativo
4 días @theweeknd, porqué tanto, porqué :((((((((;Negativo
@wikifrikiki porque te fuiste? Ya no queda más que hablaaar :((💞;Negativo
Mamá, no quiero limpiar la casa jajaj :(.;Negativo
@LuzuGames Me lo he perdido :(;Negativo
Hoy combate y yo en la escuela asta las 18:20 :( .quiero ver combate!;Negativo
@AgustinRiosC9  parece que tiene la naris re postiza jajajs .pero igual es precioso lastima que es del verde :(;Negativo
@stevengonzalezq Oye si olvidos :( ♥;Negativo
@Daanilacorpus muy mal dani jajaja quiero mi celu :(;Negativo
Hay mas pero no se ve :( nowiper 5 conos #slalom #motivacion #speed #matterjuice #matterpink # punta https://t.co/syst8bPStL;Negativo
@BeluJett  :( :'c Vos sabes que te amo :'(;Negativo
-Mi celular tiene una aplicación que te hace ver todo gordo y feo. .-¿En serio? ¿Cómo se llama? .-Cámara..-Ay :(;Negativo
@JuanPiGastonHH Todos los días :(;Negativo
@AlduuBosia nooo  mira lo que es esa foto,  mal que tardes :( y yo también tonta ya vamos a mandar alguna;Negativo
Creo que no puedo seguir retrasando esas actualizaciones :(((((;Negativo
Yo creo que esta semana me quedo sin Xbox Live :(;Negativo
@Mecomisu_Madre Estoy bien con la que estoy jajajajajaja, bueeeno. ♥.Parce me hace mucha falta, no me gusta que estemos tan distanciadas.;Negativo
Siempre hago todo mal :(;Negativo
@naatatua Nunca fui matutino :( Creí que salían 12:30 o a la 2;Negativo
@SeuSorrisoAnahi puedes subirlos a youtube? Por favor :(;Negativo
@zaynparcero ay perdón :(;Negativo
Quisiera ser menos complicado y más comprendido :(;Negativo
Aitor, Teo me ha dicho que no le caes bien :(;Negativo
@monica12438 pobre Kari, yo creo que se hace.... jajaja! es mas viva q todos nosotros juntos :(;Negativo
@p_palacios yo he andado lejos de mi meta hace días :(;Negativo
Merde Kevin... :(;Negativo
En 2 dias tan solo he dormido 4 horas..A ver que tal me va hoy :(;Negativo
que mallll!! :((((;Negativo
Me aburrrro :((;Negativo
Me re duele el cuello y la cabeza :( me fui a dormir ¡;Negativo
@Pantallazo_G el otro año cuando llegue allá :(;Negativo
Nadie me quiere traer nieve? Estoy enfermita :(;Negativo
Aprender más de la lingüística. :(  https://t.co/S4hzJA5vXV;Negativo
@Luigenia jejeje ni me haces :(;Negativo
Uhh mañana construcción !!! :(;Negativo
@LourenJfk yo te amo mucho mas :(;Negativo
@1little_love Tenía que compartirlo, pero te juro que estoy igual o peor que tú :(((( #MTVHottest Justin Bieber;Negativo
@RubenftUruguay yo si tengo :(;Negativo
Soy nuevo en Twitter y no se como empezar esto :(;Negativo
@camila93030 @DianaR0408 ya louis confirmó :(((((((.;Negativo
@MariiaMeme Perdón porque me gusta ir a la uni. :(;Negativo
@poxoleytor me imagino :( que paja me lo perdi por estar encerrada en la pega -.-;Negativo
@FranciscoPC3 @Rushialuc jo :( bueno, no puedo luchar contra un pene... me rindo, toda tuya.;Negativo
Parece que hay un incendio importante en el Hospital Pirovano. No dejo de escuchar sirenas :(;Negativo
No puedo esperar hasta el miercoles :(;Negativo
Quiero de el y sus mimos :(;Negativo
@RaafaaSaantoos ayyy ya se :( lastima no se puede regresar el tiempo;Negativo
En que momento mi face paso de publicaciones del 1er dia de clases de mis amigos al 1er dia de clases de los hijos de mis amigos? :( jajajaj;Negativo
Tengo el labio hinchado y horrible. Duele. Pero lo peor de todo es q no puedo tocar la #trompeta :(;Negativo
@honestViolence ha sido muy soso :(;Negativo
Se me cerro el estómago, no voy a comer nada :(;Negativo
@mccannssc no es con pila :(;Negativo
Tengo un flojera inmensa de hacer tarea :(;Negativo
cocinando :(;Negativo
Gaste mi último día de vacaciones durmiendo 5 horas :(((((.;Negativo
@AnuschKaiane jajaj soy lo peor :(((;Negativo
@2Hsonmivida jaja no :(;Negativo
"@SdeyneDavila Yo tambien bebita mandilona. Te queria ir a dejar a tu ""casa"" :(";Negativo
@wildestxstyles A mi si :(;Negativo
Es imposible esto,no puedo !! :(;Negativo
Quiero saber que se siente meter el pipi jajajajajajja :(;Negativo
@yamelodijiste pero y así de vidrio como a cuanto ? Jaja es que siempre estoy en esas y nunca la compro :(;Negativo
@DatMajo :( eso me ha dolido;Negativo
@_sadsatan le achunté a cuatro :(;Negativo
@IamNihill @TheDustinLuke    NO PUDE CONOCERLOS  :( ME SIENTO TRISTE;Negativo
Me ganaron :( @RaulSencillezOK  jajajaja Saludoos!! http://t.co/pORl48g38S;Negativo
@RomeroLunaa no saben lo que se pierden! yo te haria la segunda pero ya la vi :(;Negativo
:-( #ARC sentido Caracas. Cola Fuerte en Valencia;Negativo
Sabe qué, es que no me acuerdo porque me pongo a llorar. :( Jajaja;Negativo
Como te entiendo Garcés :( #fuerzapaulo;Negativo
2001. Deberías cambiar tu bio e incluirte a ti con harry sos ¿Por que eres tan guapa? Asi no se puede :(;Negativo
Nombe, empo y sus cagadas :( #FSOE400MEX;Negativo
@Melaoo45 ojalá muchacha :( ya vamos casi por Vega alta jaja;Negativo
ME ESTARÍA FALTANDO QUE @fedevigevani @mathisellanes @juanpabarbot ME SIGAN :( LOS AMO♥;Negativo
@XAyuda_DMsX yo entro a primero de secundaria :(;Negativo
Mi cabeza se trae una super fiestota :(;Negativo
Hoy no pude hacer gim con mi gorrito porque Luzmila me lo saco :( xD;Negativo
Chamo extraño el celular que me robaron. Lo extraño con todas las fuerzas de mi vida porque no tengo para cómprarme otro :(;Negativo
@cdzelaya91 seria aburrido, solo un trago :(;Negativo
Que rico el bacalao que hizo mi mamá. Y por bacalao, me refiero al chicharrón en salsa que me estoy tragando :(;Negativo
No es depresión es Domingo por la noche lleno de recuerdos :(;Negativo
Alguien que guste acompañarme a comer, tomar un café o comer nieve?:( ..A macro;Negativo
Que triste noticia hoy fallece el piloto inglés Justin Wilson :-( http://t.co/Djnsf3VO54;Negativo
@_sunnyf no jodas ahdkdh yo me muero :(;Negativo
Me hizo acordar a mis 15 :(;Negativo
Mis dias de mujer son los peores para mi :( que molesto todo!!;Negativo
Nada mas sabroso que comer en buenos restaurantes, la buena vida hasta que llegue a pf :(;Negativo
#NuncaMePasoEsoDe que te regalen flores y te conquisten, ya como que no existe :(;Negativo
@Rjricharddiaz *Lo acaba mañana a las 5 de la mañana* :((.;Negativo
@dbkjdae Apesar de todo te amo, con tus defectos incluso. Así que ya te perdone. :(;Negativo
Ni siquiera puedo comer :(;Negativo
@___mriveraa chico siempre que entro aquí estás hablando de mamaera :-(;Negativo
@Biiru_13 No me seguis mas :( sino te hablaba a md..;Negativo
Necesito perfume!!!! :( se me termino! :(;Negativo
@rainbreaths te envidio :(;Negativo
Quiero ir a mi cama pero no me puedo mover, no siento la pierna :(;Negativo
#YoSiempreDeMadrugada veo infomerciales :(. Hay cada cosa inútil jaja...;Negativo
nuevamente sin wpp :(;Negativo
Cuando estas por salir de tu casa a esta hora y ves a tus gatos mirarte desde la cama mientras te cambias re :( quiero ser gato;Negativo
Por lo menos voy a poder dormir las dos primeras horas jajajaja :(;Negativo
No puedo ser enferma :((;Negativo
@menefocka te entendo :(;Negativo
Por que??? Ya que había terminado me pide esa maldita contraseña,  ya mejor que me maten :(;Negativo
Aveces no me gusta ser pobre :(;Negativo
@apaulinav4 lo de cálculo pq @batiguapo no me lo quiso imprimir :( #jerk #fuckboy;Negativo
@wili_morales vergüenza es poco jajajaja yo me eché una chela el viernes en castillos nada más :(((;Negativo
@everyone_hatess la historia de mi vida :(;Negativo
Hoy no vi a lo más lindo :(.;Negativo
@Ayuda___DMs súper FAV :(;Negativo
Sofi se durmio a las 3.30 y se desperto a las 8 :( yo quiero dormir!! Tengo un sueño;Negativo
@_MichelleSamano puta bida estoy solo en ab :(;Negativo
@veronicagv31_ fue un sarcasmo por eso no lo dije, pero este año extraño a Reyes mas que nunca :-((((;Negativo
@shidazaes carempanada hace mucho que no hablamos :(;Negativo
@carlosalas300 yo ya llevo aquí un buen rato, pero no viene nadie :(;Negativo
@xbrahm a mi igual :(;Negativo
Quien me Quiere? :(;Negativo
Puta que pena weón :(  Estaba en su mejor momento Garcés y lesionarse así...;Negativo
@mc_say @alee90c iba a preguntar, qué? Pero ya vi xD la cruda realidad :( :(;Negativo
@InesOrga @GiselaGibert Yo soy incapaz de dormir sin taparme hasta el cuello! Aunque me asfixie!!! :(;Negativo
Se que no deberia mostrar los sentimientos por redes sociales¡¡ Pero esta red es lo unico que tengo para compartir mi soledad :( :'( :( ¡;Negativo
@977_fm @arturomacias977 @soyrosalet @Macduch @alex_aguilare @oscarelfrodo algun dia podrian poner la cansión de smile ella tiene algo? :(;Negativo
No me deja buscar porno :( http://t.co/07GVgF10BD;Negativo
que ganas de ir a la cancha :(;Negativo
RT si quieres un abrazo asi :( ..Muchos RT= MUCHOS VOTOS #VideoVeranoMTV Fifth Harmony http://t.co/0NRgiidAd3;Negativo
Quiero verano de España :(;Negativo
Extraño mucho a mi linda :'( .Quiero verla :(;Negativo
@F_Arriado jjajaja lo mismo pensaba hasta que me puse esa jardinera y parecía que hasta tenía push up :( si tb uso pantalones de minoka ji;Negativo
Mañana no es festivo :(;Negativo
Decisiones, benditas decisiones :(;Negativo
Necesito tomar toddy :(;Negativo
La cantidad que hay que lavar :(;Negativo
@EveSalzmann y por qe no me venis a visitar si me extrañas ?? :(;Negativo
Todos con lo de los números y de mi pasáis :((;Negativo
@gbarrientos3 Que triste es mi amor :( yo también lo extraño mucho :'(;Negativo
Recien se fue nati y ya la extraño :(;Negativo
@congriosierra Yo creo que ya está asumida esa recesión aunque no en las cuentas de las empresas y la españolas muchas andan por alli :-(;Negativo
Alp ahora yo?:( https://t.co/13fCCwZ4OQ;Negativo
O sea, :( ya sabía;Negativo
me siento pal choto :(;Negativo
@herkr1s :( Ya, sabemos que queda poco, esperamos no tardar.;Negativo
Sinceramente lo que mas quiero es irme a dormir y pasar de largo, estoy re mal wacho me re arruinaron no quiero saber mas nada :(;Negativo
@mileycyrusfkk_ Hasta que te apareces :(;Negativo
Tengo ganas de abrazarlo :(;Negativo
@VeroChacin entonces lloremos juntas. Veo los snaps como ah :( porque verga, qué espectacular eso.;Negativo
Ya me dio sueño :(;Negativo
#JonasTelehitGuitarraPM ..Quiero :(;Negativo
@HolaSoySussana siii dolor de panza me dio :(;Negativo
No me pasa :((;Negativo
quiero el celular de mi amigo lpm :(;Negativo
No me gusta estar solita :(;Negativo
@Exidax las personas no tienen derecho de juzgarte si no te conocen :(;Negativo
Ya es domingo y todos lo saben y mañana es lunes :( .#NoTeAcabesFin #LaNuevaGeneracion !! http://t.co/uigvfjlC8W;Negativo
@veronicamargo @ElEmirr_ es culpa de el :(;Negativo
Verga me ignoro :(;Negativo
@Marcoarr27 en fox sports 2? No sale nadaaa.. Lo busque :(;Negativo
We re agitada estoy :(;Negativo
@mrsimon47 @andresdcg01 @JaimeJ32_ Ay no, otro no :(((((((.;Negativo
trate de desirle pero no kieren mas kilombo :(;Negativo
@RhinestoneEyes0 Jaja, ni tú te lo crees :( tiene muchos años que no te veo;Negativo
@martadediaz Con los chiringuitos cerrados no es lo mismo :(;Negativo
Prefiero estudiar historia q lenguaje :((((;Negativo
tengo sueño :-(;Negativo
"@Alejandrojotae ay no alejandro &gt;:(";Negativo
Quiero ir a ver a rombai :(;Negativo
— Papi, papi... ¿Por qué tengo 2 papás? — Jajajaja Eres bizco... — Ay :(;Negativo
@hxyleywilliamz JAJAJA si que si :(;Negativo
@MermaidMotel__  te amo, no fue para ti, ay :(;Negativo
Ya po @ygent_official deja tu maldad :( @Noi_X traigan a los cabros por favooor #BIGBANGinChile #MADETOURinSouthAmerica;Negativo
Según yo saliendo del trabajo vendría a casa a seguir trabajando y pues... Nomás no veo claro :(;Negativo
@HoldMeBack__ No mujer que cada vez hay menos gente para leer y me aburro y no tengo sueño :(;Negativo
@Angelmany miedo? pff jajaja jamás creí que llegaría este día :(;Negativo
A veces estas estupideces SON TAN CIERTAS :( https://t.co/MmdUpFb2wB;Negativo
@Cachetitos43 no me importa, no debería ser así :(;Negativo
Que lunes astilla veo venir :(;Negativo
Voy a empezar el gym,pero no se a cual ir :(;Negativo
Pero YO se que siempre sere la primera opcion de ella :( @LiiC_94 👭;Negativo
@KenjiSanchez nono, el carbon es el mejor. Extrano mi murcielago JAJAJAJA :(;Negativo
Re amanecido de trabajar toda la noche y encima llego tarde :( pero allá voy! #DosogasJuntadaArgentina;Negativo
El espíritu de la ley rpa es el interés superior del adolescente, la rehabilitación y reinserción. Pero de eso nada :(;Negativo
@ArtF_L jajajaja :( demonios.;Negativo
Duermooooo :( http://t.co/FzZJYqTmF4;Negativo
@stumpsoulvoice cómo te voy a odiarrr? Dios hace tanto que no entro :(((;Negativo
Quiero verte YAAAA AHORA MISMO! :(;Negativo
Yo quería quedarme durmiendo :( pero mis amigas me sonsacan toda y pues ni modo;Negativo
como que tengo frio :(;Negativo
Nico dame bola :(;Negativo
Hablame de la persona q rompió thu corazón y dime por que Rompiste el mío :( c.f.b.t;Negativo
Llego el viernes y se fue :(;Negativo
@alanxelmundo yo ni viajo :(;Negativo
@Chachopapo Lo sentimos, lo hicimos durante un par de horas porque se accidentó un chico y el otro hubiera llegado muy tarde a repartir :(;Negativo
@oviedolucas28 @ludmibello Cuando nos vemos? ya paso mucho tiempo :(;Negativo
Ya me aburriiiiiii. :(;Negativo
@shawnvocals jajajajjajajaja fuiste tu :(;Negativo
Qe pesada siento mi cabeza :( loco.;Negativo
Viva el socialismo de nuestro presidente intergaláctico inmortal ..... No mentira, lo odio, no me den UF :(;Negativo
?qué no haría por ese bebé? Pero mío no es. :(;Negativo
Maxi le puso su gorrita a la Polaca :(.Y el Rubiales le dijo a Naty que recorrieran la ciudad juntos :(.@facugambande @AlbaRicoNavarro;Negativo
Queee bronca ami no me dio para crédito que limpio y todo y a mi hermana le dioooo noooo me muero quee broncaaa hijo de puta :-( :'(;Negativo
@restingleon mi carrera sí tiene un mes :(;Negativo
Me encanta estar un poco triste si no estás tú. @angiecaastro ♥ :(;Negativo
Que duro y feo es perder una final :(;Negativo
@_Chubby__Bunny_ es que no me seja ponerlo en mejor calidad nose porque :(;Negativo
@Umbreon_OP no es mi culpa ser torpe :(;Negativo
Mi día comenzó tirando mis galletas en el piso. ¿Algún gitano me puede interpretar qué significa? Eran de nuez :(;Negativo
@ty_fannie yo tambien soy asi :( jajajajaja;Negativo
Eso es pa mi? Sunea te echo de menooos :((((;Negativo
@ami_fer22 bueno exagere jajaja quiero dejar mis clases o la tesis por un semestre jajajajaj :(;Negativo
@_LCGV como siempre amr :( 💜;Negativo
Quiero que sea martes, necesito verlo a mi novio :(;Negativo
@yoio23 el otro día tuve también una y me desperté horrible :( aunque la peor fue hace un par de años? Me levanté y vomité orzorzorz;Negativo
Ayy no siento el pie :(;Negativo
@RunLauRun me dejó frío ese RT al tal Dr. fausto. Ese señor es de lo miedoso que hay. Un instigador a la violencia. :(;Negativo
@darlingihateu la plancha no es aliser, no seas tan macho :( jajajaja;Negativo
@belen_daniela no me gusta la leche :( me tomé la mitad sino quedaba re gilaaaa pero es un asco 😭😭😭😭😭😮;Negativo
@fgomez2121 deja mis wr :( y los bills parten la tuya bobo;Negativo
ay, ojalá nadie se de cuenta :(;Negativo
quiero una nueva pedalera :(;Negativo
@juliarqu @helenafont16 Jo no em veig :(( serà la qualitat del móvil...;Negativo
@Martin_CCCP Sí, para bien o para mal estoy en Mieres. Por eso yo veo al Athletic solo jajaja aunque hoy :((;Negativo
¿Por qué soy feo? :((;Negativo
@vonsatuffemberg lo se se pasa por eso te dije que era el demonio en cuerpo de niño :(;Negativo
Viéndolo bien stalkearme a mi es complicado :((;Negativo
